id_client,recence,frequence,montant,segment,label
CLT_00243,749,1,26440.98,0,Perdus 🔴
CLT_00244,154,4,104405.41,1,A risque 🟡
CLT_00245,637,2,623.6400000000001,0,Perdus 🔴
CLT_00246,853,1,1166.14,0,Perdus 🔴
CLT_00247,833,2,17025.26,0,Perdus 🔴
CLT_00248,362,1,3583.21,1,A risque 🟡
CLT_00249,664,5,12744.55,0,Perdus 🔴
CLT_00251,243,1,94822.83,1,A risque 🟡
CLT_00252,568,1,140410.73,0,Perdus 🔴
CLT_00254,753,4,48605.82,0,Perdus 🔴
CLT_00255,56,2,85121.73000000001,1,A risque 🟡
CLT_00256,611,1,793.23,0,Perdus 🔴
CLT_00257,517,1,119440.3,0,Perdus 🔴
CLT_00258,263,4,145682.42,1,A risque 🟡
CLT_00259,841,1,16356.94,0,Perdus 🔴
CLT_00260,605,1,867.08,0,Perdus 🔴
CLT_00261,43,1,1094.11,1,A risque 🟡
CLT_00262,92,3,53059.759999999995,1,A risque 🟡
CLT_00263,762,3,3851.27,0,Perdus 🔴
CLT_00264,106,1,26440.98,1,A risque 🟡
CLT_00265,358,1,2853.8,1,A risque 🟡
CLT_00266,121,1,8014.35,1,A risque 🟡
CLT_00267,780,2,9814.16,0,Perdus 🔴
CLT_00268,694,5,73337.26,0,Perdus 🔴
CLT_00269,859,1,6770.71,0,Perdus 🔴
CLT_00270,890,1,5662.02,0,Perdus 🔴
CLT_00271,748,1,19420.45,0,Perdus 🔴
CLT_00272,1078,9,72722.74,0,Perdus 🔴
CLT_00273,707,1,2434.39,0,Perdus 🔴
CLT_00274,265,1,1630.22,1,A risque 🟡
CLT_00275,382,3,3109.1,1,A risque 🟡
CLT_00276,482,1,444.94,1,A risque 🟡
CLT_00277,182,1,29176.26,1,A risque 🟡
CLT_00278,366,1,2315.87,1,A risque 🟡
CLT_00279,389,1,2735.27,1,A risque 🟡
CLT_00280,209,1,834.26,1,A risque 🟡
CLT_00281,651,2,8267.82,0,Perdus 🔴
CLT_00282,560,1,57942.22,0,Perdus 🔴
CLT_00283,368,1,26440.98,1,A risque 🟡
CLT_00284,156,4,4581.59,1,A risque 🟡
CLT_00285,209,2,56136.94,1,A risque 🟡
CLT_00286,345,1,683.82,1,A risque 🟡
CLT_00287,848,1,26440.98,0,Perdus 🔴
CLT_00288,608,2,8424.65,0,Perdus 🔴
CLT_00289,1064,1,10700.39,0,Perdus 🔴
CLT_00290,928,1,94822.83,0,Perdus 🔴
CLT_00291,379,1,3555.86,1,A risque 🟡
CLT_00292,777,1,1783.4,0,Perdus 🔴
CLT_00293,74,1,6801.71,1,A risque 🟡
CLT_00295,566,1,9691.99,0,Perdus 🔴
CLT_00296,369,1,2315.87,1,A risque 🟡
CLT_00297,530,1,26440.98,0,Perdus 🔴
CLT_00298,908,3,33156.99,0,Perdus 🔴
CLT_00299,852,1,10596.45,0,Perdus 🔴
CLT_00300,603,1,566.2,0,Perdus 🔴
CLT_00301,568,1,25912.16,0,Perdus 🔴
CLT_00302,567,6,15374.97,0,Perdus 🔴
CLT_00303,228,1,26440.98,1,A risque 🟡
CLT_00304,357,2,9846.99,1,A risque 🟡
CLT_00305,684,3,3627.89,0,Perdus 🔴
CLT_00306,1075,1,3035.24,0,Perdus 🔴
CLT_00307,617,16,14369.29,0,Perdus 🔴
CLT_00308,603,7,14958.310000000001,0,Perdus 🔴
CLT_00309,198,8,16995.18,1,A risque 🟡
CLT_00310,278,1,6017.6,1,A risque 🟡
CLT_00311,817,3,5273.610000000001,0,Perdus 🔴
CLT_00312,90,3,2680.57,1,A risque 🟡
CLT_00313,723,2,1779.76,0,Perdus 🔴
CLT_00314,165,1,1429.64,1,A risque 🟡
CLT_00315,104,1,105763.93,1,A risque 🟡
CLT_00316,727,1,878.93,0,Perdus 🔴
CLT_00317,203,1,834.26,1,A risque 🟡
CLT_00318,1078,5,20196.35,0,Perdus 🔴
CLT_00319,612,1,2434.39,0,Perdus 🔴
CLT_00320,949,4,11635.86,0,Perdus 🔴
CLT_00321,67,1,10941.1,1,A risque 🟡
CLT_00322,511,1,26440.98,0,Perdus 🔴
CLT_00324,961,1,20003.97,0,Perdus 🔴
CLT_00325,431,1,2457.19,1,A risque 🟡
CLT_00326,960,1,6770.71,0,Perdus 🔴
CLT_00327,84,1,2769.92,1,A risque 🟡
CLT_00328,643,1,1116.9,0,Perdus 🔴
CLT_00329,110,3,128092.88,1,A risque 🟡
CLT_00330,765,1,4171.29,0,Perdus 🔴
CLT_00331,205,1,3592.33,1,A risque 🟡
CLT_00332,1076,2,10040.279999999999,0,Perdus 🔴
CLT_00333,264,1,9691.99,1,A risque 🟡
CLT_00334,316,1,7635.97,1,A risque 🟡
CLT_00335,943,1,140410.73,0,Perdus 🔴
CLT_00336,566,1,4321.73,0,Perdus 🔴
CLT_00337,341,3,4554.23,1,A risque 🟡
CLT_00338,938,1,20003.97,0,Perdus 🔴
CLT_00339,892,2,10577.3,0,Perdus 🔴
CLT_00340,580,2,7533.860000000001,0,Perdus 🔴
CLT_00341,38,1,3484.74,1,A risque 🟡
CLT_00342,135,1,5374.81,1,A risque 🟡
CLT_00343,945,2,2114.36,0,Perdus 🔴
CLT_00344,415,2,528.82,1,A risque 🟡
CLT_00345,120,5,44202.03,1,A risque 🟡
CLT_00346,401,1,1157.93,1,A risque 🟡
CLT_00347,868,1,26440.98,0,Perdus 🔴
CLT_00348,43,1,26440.98,1,A risque 🟡
CLT_00349,353,1,1791.6,1,A risque 🟡
CLT_00351,247,1,2776.3,1,A risque 🟡
CLT_00352,665,1,7633.24,0,Perdus 🔴
CLT_00353,154,1,2315.87,1,A risque 🟡
CLT_00354,610,1,3566.8,0,Perdus 🔴
CLT_00355,134,1,3203.28,1,A risque 🟡
CLT_00356,441,1,26440.98,1,A risque 🟡
CLT_00357,709,2,2771.74,0,Perdus 🔴
CLT_00358,837,2,4866.05,0,Perdus 🔴
CLT_00359,959,1,1783.4,0,Perdus 🔴
CLT_00360,177,1,21426.31,1,A risque 🟡
CLT_00361,722,3,3103.62,0,Perdus 🔴
CLT_00362,212,1,6318.48,1,A risque 🟡
CLT_00363,795,3,58788.329999999994,0,Perdus 🔴
CLT_00364,685,3,7214.3099999999995,0,Perdus 🔴
CLT_00365,177,1,27352.74,1,A risque 🟡
CLT_00366,923,9,25298.55,0,Perdus 🔴
CLT_00367,848,3,30031.48,0,Perdus 🔴
CLT_00368,266,1,119440.3,1,A risque 🟡
CLT_00369,265,1,27352.74,1,A risque 🟡
CLT_00370,1095,1,5997.54,0,Perdus 🔴
CLT_00371,828,3,35094.48,0,Perdus 🔴
CLT_00372,163,1,26440.98,1,A risque 🟡
CLT_00373,253,2,26618.78,1,A risque 🟡
CLT_00374,508,4,2958.65,1,A risque 🟡
CLT_00375,534,1,117051.49,0,Perdus 🔴
CLT_00376,46,1,3400.86,1,A risque 🟡
CLT_00377,141,1,13402.84,1,A risque 🟡
CLT_00378,176,1,3665.27,1,A risque 🟡
CLT_00379,1001,3,3382.63,0,Perdus 🔴
CLT_00380,69,1,103648.65,1,A risque 🟡
CLT_00381,443,1,2315.87,1,A risque 🟡
CLT_00382,816,5,4275.23,0,Perdus 🔴
CLT_00383,420,1,94822.83,1,A risque 🟡
CLT_00384,944,6,85596.75,0,Perdus 🔴
CLT_00385,74,1,1413.22,1,A risque 🟡
CLT_00386,938,1,140410.73,0,Perdus 🔴
CLT_00387,47,4,31232.269999999997,1,A risque 🟡
CLT_00389,944,4,20897.48,0,Perdus 🔴
CLT_00390,66,1,26440.98,1,A risque 🟡
CLT_00391,123,1,26440.98,1,A risque 🟡
CLT_00392,953,1,832.44,0,Perdus 🔴
CLT_00393,167,3,138021.92,1,A risque 🟡
CLT_00394,308,2,21585.870000000003,1,A risque 🟡
CLT_00395,173,7,8556.84,1,A risque 🟡
CLT_00396,439,1,4321.73,1,A risque 🟡
CLT_00397,197,1,26440.98,1,A risque 🟡
CLT_00398,293,2,48801.84,1,A risque 🟡
CLT_00399,101,1,3738.21,1,A risque 🟡
CLT_00400,43,2,10248.16,1,A risque 🟡
CLT_00401,484,2,4169.47,1,A risque 🟡
CLT_00402,515,1,94822.83,0,Perdus 🔴
CLT_00403,410,3,21157.35,1,A risque 🟡
CLT_00404,169,3,38362.21,1,A risque 🟡
CLT_00405,247,5,8219.51,1,A risque 🟡
CLT_00406,433,1,26440.98,1,A risque 🟡
CLT_00407,63,7,4800.4,1,A risque 🟡
CLT_00408,892,2,147704.79,0,Perdus 🔴
CLT_00409,261,2,6113.33,1,A risque 🟡
CLT_00410,110,8,43231.0,1,A risque 🟡
CLT_00411,156,1,8128.32,1,A risque 🟡
CLT_00412,88,1,26440.98,1,A risque 🟡
CLT_00414,181,2,6701.42,1,A risque 🟡
CLT_00415,506,10,6222.49,1,A risque 🟡
CLT_00416,712,2,9089.31,0,Perdus 🔴
CLT_00417,195,1,6382.31,1,A risque 🟡
CLT_00418,317,3,1659.4,1,A risque 🟡
CLT_00419,85,1,5124.08,1,A risque 🟡
CLT_00420,313,4,9828.75,1,A risque 🟡
CLT_00421,585,2,1933.8400000000001,0,Perdus 🔴
CLT_00422,561,28,40709.1,1,A risque 🟡
CLT_00423,431,1,1458.81,1,A risque 🟡
CLT_00424,46,2,1440.5700000000002,1,A risque 🟡
CLT_00425,512,1,661.02,0,Perdus 🔴
CLT_00427,501,4,17045.32,1,A risque 🟡
CLT_00428,665,6,30224.77,0,Perdus 🔴
CLT_00429,209,1,11305.8,1,A risque 🟡
CLT_00430,980,1,20003.97,0,Perdus 🔴
CLT_00431,914,4,40177.520000000004,0,Perdus 🔴
CLT_00432,271,1,94822.83,1,A risque 🟡
CLT_00433,89,1,5461.43,1,A risque 🟡
CLT_00434,257,19,23126.739999999998,1,A risque 🟡
CLT_00435,359,2,32052.86,1,A risque 🟡
CLT_00436,949,1,106675.69,0,Perdus 🔴
CLT_00437,202,1,92999.32,1,A risque 🟡
CLT_00438,78,1,3555.86,1,A risque 🟡
CLT_00440,1058,1,2774.48,0,Perdus 🔴
CLT_00441,1043,2,2234.7200000000003,0,Perdus 🔴
CLT_00442,472,2,41931.75,1,A risque 🟡
CLT_00443,1033,1,40007.94,0,Perdus 🔴
CLT_00444,867,4,48605.82,0,Perdus 🔴
CLT_00445,1084,1,6473.48,0,Perdus 🔴
CLT_00446,285,3,323.66999999999996,1,A risque 🟡
CLT_00447,947,2,5095.82,0,Perdus 🔴
CLT_00448,100,1,3592.33,1,A risque 🟡
CLT_00449,957,3,104821.17,0,Perdus 🔴
CLT_00450,714,1,8324.35,0,Perdus 🔴
CLT_00451,46,2,54773.87,1,A risque 🟡
CLT_00452,8,1,27352.74,1,A risque 🟡
CLT_00454,140,1,26440.98,1,A risque 🟡
CLT_00455,262,1,1791.6,1,A risque 🟡
CLT_00456,611,1,140410.73,0,Perdus 🔴
CLT_00458,587,5,16814.02,0,Perdus 🔴
CLT_00459,296,5,3492.0299999999997,1,A risque 🟡
CLT_00460,388,3,3487.47,1,A risque 🟡
CLT_00461,152,1,1157.93,1,A risque 🟡
CLT_00462,533,1,99518.39,0,Perdus 🔴
CLT_00463,498,2,41175.32,1,A risque 🟡
CLT_00464,692,2,14185.57,0,Perdus 🔴
CLT_00465,609,1,5461.43,0,Perdus 🔴
CLT_00466,147,4,14861.66,1,A risque 🟡
CLT_00467,665,1,339.17,0,Perdus 🔴
CLT_00468,450,1,4321.73,1,A risque 🟡
CLT_00469,307,3,51514.33,1,A risque 🟡
CLT_00470,52,1,26440.98,1,A risque 🟡
CLT_00471,247,1,8834.94,1,A risque 🟡
CLT_00472,506,1,2999.68,0,Perdus 🔴
CLT_00473,179,1,26440.98,1,A risque 🟡
CLT_00474,951,3,47967.58,0,Perdus 🔴
CLT_00475,177,1,1258.23,1,A risque 🟡
CLT_00476,218,2,19347.510000000002,1,A risque 🟡
CLT_00477,532,1,4321.73,0,Perdus 🔴
CLT_00478,668,6,7346.04,0,Perdus 🔴
CLT_00479,723,2,11449.86,0,Perdus 🔴
CLT_00480,789,6,5593.64,0,Perdus 🔴
CLT_00481,1026,1,2055.1,0,Perdus 🔴
CLT_00482,71,1,13630.78,1,A risque 🟡
CLT_00483,443,2,1724.5,1,A risque 🟡
CLT_00484,145,1,1230.87,1,A risque 🟡
CLT_00485,35,4,5183.35,1,A risque 🟡
CLT_00486,707,1,1426.9,0,Perdus 🔴
CLT_00487,1055,1,5799.81,0,Perdus 🔴
CLT_00488,271,2,8506.7,1,A risque 🟡
CLT_00489,882,2,13742.02,0,Perdus 🔴
CLT_00490,969,2,3329.74,0,Perdus 🔴
CLT_00491,371,1,528.82,1,A risque 🟡
CLT_00492,320,6,41138.53,1,A risque 🟡
CLT_00493,478,1,4631.73,1,A risque 🟡
CLT_00494,820,1,26440.98,0,Perdus 🔴
CLT_00495,408,1,528.82,1,A risque 🟡
CLT_00496,418,2,20771.67,1,A risque 🟡
CLT_00497,462,1,80234.7,1,A risque 🟡
CLT_00498,111,1,3017.92,1,A risque 🟡
CLT_00499,610,1,29176.26,0,Perdus 🔴
CLT_00500,871,2,26158.34,0,Perdus 🔴
CLT_00501,375,1,834.26,1,A risque 🟡
CLT_00502,1015,16,35646.090000000004,0,Perdus 🔴
CLT_00503,246,1,26440.98,1,A risque 🟡
CLT_00504,202,4,32804.15,1,A risque 🟡
CLT_00505,80,1,26440.98,1,A risque 🟡
CLT_00506,240,1,2233.81,1,A risque 🟡
CLT_00507,1083,1,1279.2,0,Perdus 🔴
CLT_00508,229,1,3118.21,1,A risque 🟡
CLT_00509,82,27,216478.71,2,Champions 🟢
CLT_00510,837,2,26158.34,0,Perdus 🔴
CLT_00511,260,1,26440.98,1,A risque 🟡
CLT_00512,493,2,4183.15,1,A risque 🟡
CLT_00513,405,1,140410.73,1,A risque 🟡
CLT_00514,256,1,2092.48,1,A risque 🟡
CLT_00516,479,1,1212.64,1,A risque 🟡
CLT_00517,79,1,24982.17,1,A risque 🟡
CLT_00518,259,1,26440.98,1,A risque 🟡
CLT_00519,261,4,50055.520000000004,1,A risque 🟡
CLT_00520,294,6,44211.149999999994,1,A risque 🟡
CLT_00521,621,1,2831.01,0,Perdus 🔴
CLT_00522,219,1,6838.18,1,A risque 🟡
CLT_00523,305,3,14779.59,1,A risque 🟡
CLT_00524,867,5,11444.380000000001,0,Perdus 🔴
CLT_00525,387,1,661.02,1,A risque 🟡
CLT_00526,340,2,55836.06,1,A risque 🟡
CLT_00527,379,2,10831.69,1,A risque 🟡
CLT_00528,753,1,2666.89,0,Perdus 🔴
CLT_00529,456,4,18191.39,1,A risque 🟡
CLT_00530,576,3,17664.4,0,Perdus 🔴
CLT_00531,1066,1,5124.99,0,Perdus 🔴
CLT_00532,186,2,19187.95,1,A risque 🟡
CLT_00533,959,1,946.4,0,Perdus 🔴
CLT_00534,62,1,92999.32,1,A risque 🟡
CLT_00535,202,1,3555.86,1,A risque 🟡
CLT_00537,419,1,1791.6,1,A risque 🟡
CLT_00538,461,5,13035.4,1,A risque 🟡
CLT_00539,134,1,10722.27,1,A risque 🟡
CLT_00540,485,2,2448.0699999999997,1,A risque 🟡
CLT_00541,459,2,12755.49,1,A risque 🟡
CLT_00542,574,1,27965.48,0,Perdus 🔴
CLT_00543,721,2,28180.61,0,Perdus 🔴
CLT_00544,638,2,118838.54000000001,0,Perdus 🔴
CLT_00545,204,1,12254.03,1,A risque 🟡
CLT_00547,217,1,1048.52,1,A risque 🟡
CLT_00548,403,5,61083.23,1,A risque 🟡
CLT_00549,518,3,31961.67,0,Perdus 🔴
CLT_00550,33,1,26440.98,1,A risque 🟡
CLT_00551,903,1,94822.83,0,Perdus 🔴
CLT_00552,567,3,79322.94,0,Perdus 🔴
